State	County	Year	Population
North Carolina	Scotland County	2015	35509
North Carolina	Scotland County	2010	18274
North Carolina	Scotland County	2011	18580
North Carolina	Scotland County	2012	18546
North Carolina	Scotland County	2013	18391
North Carolina	Scotland County	2014	18324
North Carolina	Scotland County	2015	18200
North Carolina	Stanly County	2010	60553
North Carolina	Stanly County	2011	60471
North Carolina	Stanly County	2012	60496
North Carolina	Stanly County	2013	60619
North Carolina	Stanly County	2014	60629
North Carolina	Stanly County	2015	60714
North Carolina	Stanly County	2010	31561
North Carolina	Stanly County	2011	31518
North Carolina	Stanly County	2012	31523
North Carolina	Stanly County	2013	31565
North Carolina	Stanly County	2014	31541
North Carolina	Stanly County	2015	31572
North Carolina	Stokes County	2010	47335
North Carolina	Stokes County	2011	47192
North Carolina	Stokes County	2012	46761
North Carolina	Stokes County	2013	46588
North Carolina	Stokes County	2014	46415
North Carolina	Stokes County	2015	46351
North Carolina	Stokes County	2010	39438
North Carolina	Stokes County	2011	39301
North Carolina	Stokes County	2012	38921
North Carolina	Stokes County	2013	38749
North Carolina	Stokes County	2014	38569
North Carolina	Stokes County	2015	38358
North Carolina	Surry County	2010	73693
North Carolina	Surry County	2011	73608
North Carolina	Surry County	2012	73524
North Carolina	Surry County	2013	72993
North Carolina	Surry County	2014	72980
North Carolina	Surry County	2015	72743
North Carolina	Surry County	2010	56283
North Carolina	Surry County	2011	56168
North Carolina	Surry County	2012	56088
North Carolina	Surry County	2013	55657
North Carolina	Surry County	2014	55572
North Carolina	Surry County	2015	55370
North Carolina	Swain County	2010	13997
North Carolina	Swain County	2011	13999
North Carolina	Swain County	2012	14088
North Carolina	Swain County	2013	14010
North Carolina	Swain County	2014	14286
North Carolina	Swain County	2015	14434
North Carolina	Swain County	2010	12577
North Carolina	Swain County	2011	12577
North Carolina	Swain County	2012	12661
North Carolina	Swain County	2013	12598
North Carolina	Swain County	2014	12842
North Carolina	Swain County	2015	12976
North Carolina	Transylvania County	2010	33065
North Carolina	Transylvania County	2011	32798
North Carolina	Transylvania County	2012	32815
North Carolina	Transylvania County	2013	32827
North Carolina	Transylvania County	2014	32991
North Carolina	Transylvania County	2015	33211
North Carolina	Transylvania County	2010	24811
North Carolina	Transylvania County	2011	24609
North Carolina	Transylvania County	2012	24631
North Carolina	Transylvania County	2013	24619
North Carolina	Transylvania County	2014	24736
North Carolina	Transylvania County	2015	24903
North Carolina	Tyrrell County	2010	4413
North Carolina	Tyrrell County	2011	4338
North Carolina	Tyrrell County	2012	4137
North Carolina	Tyrrell County	2013	4099
North Carolina	Tyrrell County	2014	4118
North Carolina	Tyrrell County	2015	4070
North Carolina	Tyrrell County	2010	3531
North Carolina	Tyrrell County	2011	3473
North Carolina	Tyrrell County	2012	3283
North Carolina	Tyrrell County	2013	3254
North Carolina	Tyrrell County	2014	3274
North Carolina	Tyrrell County	2015	3238
North Carolina	Union County	2010	202117
North Carolina	Union County	2011	205060
North Carolina	Union County	2012	208347
North Carolina	Union County	2013	212623
North Carolina	Union County	2014	218337
North Carolina	Union County	2015	222742
North Carolina	Union County	2010	66423
North Carolina	Union County	2011	67351
North Carolina	Union County	2012	68417
North Carolina	Union County	2013	69572
North Carolina	Union County	2014	71165
North Carolina	Union County	2015	72523
North Carolina	Vance County	2010	45302
North Carolina	Vance County	2011	45242
North Carolina	Vance County	2012	45053
North Carolina	Vance County	2013	44697
North Carolina	Vance County	2014	44587
North Carolina	Vance County	2015	44568
North Carolina	Vance County	2010	29324
North Carolina	Vance County	2011	29256
North Carolina	Vance County	2012	29125
North Carolina	Vance County	2013	28823
North Carolina	Vance County	2014	28727
North Carolina	Vance County	2015	28692
North Carolina	Wake County	2010	906965
North Carolina	Wake County	2011	929334
North Carolina	Wake County	2012	952576
North Carolina	Wake County	2013	974717
North Carolina	Wake County	2014	999271
North Carolina	Wake County	2015	1024198
North Carolina	Wake County	2010	185587
North Carolina	Wake County	2011	188582
North Carolina	Wake County	2012	191239
North Carolina	Wake County	2013	190893
North Carolina	Wake County	2014	192522
North Carolina	Wake County	2015	194485
North Carolina	Warren County	2010	20923
North Carolina	Warren County	2011	20927
North Carolina	Warren County	2012	20587
North Carolina	Warren County	2013	20445
North Carolina	Warren County	2014	20224
North Carolina	Warren County	2015	20155
North Carolina	Warren County	2010	18796
North Carolina	Warren County	2011	18799
North Carolina	Warren County	2012	18495
North Carolina	Warren County	2013	18351
North Carolina	Warren County	2014	18153
North Carolina	Warren County	2015	18092
North Carolina	Washington County	2010	13163
North Carolina	Washington County	2011	12949
North Carolina	Washington County	2012	12717
North Carolina	Washington County	2013	12732
North Carolina	Washington County	2014	12558
North Carolina	Washington County	2015	12385
North Carolina	Washington County	2010	8416
North Carolina	Washington County	2011	8273
North Carolina	Washington County	2012	8118
North Carolina	Washington County	2013	8125
North Carolina	Washington County	2014	8011
North Carolina	Washington County	2015	7896
North Carolina	Watauga County	2010	50981
North Carolina	Watauga County	2011	51563
North Carolina	Watauga County	2012	52050
North Carolina	Watauga County	2013	52293
North Carolina	Watauga County	2014	52388
North Carolina	Watauga County	2015	52906
North Carolina	Watauga County	2010	32216
North Carolina	Watauga County	2011	32313
North Carolina	Watauga County	2012	32382
North Carolina	Watauga County	2013	32498
North Carolina	Watauga County	2014	32776
North Carolina	Watauga County	2015	33038
North Carolina	Wayne County	2010	122892
North Carolina	Wayne County	2011	124028
North Carolina	Wayne County	2012	124516
North Carolina	Wayne County	2013	124597
North Carolina	Wayne County	2014	124502
North Carolina	Wayne County	2015	124132
North Carolina	Wayne County	2010	79649
North Carolina	Wayne County	2011	80250
North Carolina	Wayne County	2012	80616
North Carolina	Wayne County	2013	80779
North Carolina	Wayne County	2014	80721
North Carolina	Wayne County	2015	80487
North Carolina	Wilkes County	2010	69231
North Carolina	Wilkes County	2011	69195
North Carolina	Wilkes County	2012	69225
North Carolina	Wilkes County	2013	69007
North Carolina	Wilkes County	2014	68802
North Carolina	Wilkes County	2015	68502
North Carolina	Wilkes County	2010	60902
North Carolina	Wilkes County	2011	60862
North Carolina	Wilkes County	2012	60936
North Carolina	Wilkes County	2013	60697
North Carolina	Wilkes County	2014	60524
North Carolina	Wilkes County	2015	60253
North Carolina	Wilson County	2010	81246
North Carolina	Wilson County	2011	81430
North Carolina	Wilson County	2012	81759
North Carolina	Wilson County	2013	81607
North Carolina	Wilson County	2014	81394
North Carolina	Wilson County	2015	81714
North Carolina	Wilson County	2010	26655
North Carolina	Wilson County	2011	26653
North Carolina	Wilson County	2012	26736
North Carolina	Wilson County	2013	26659
North Carolina	Wilson County	2014	26589
North Carolina	Wilson County	2015	26627
North Carolina	Yadkin County	2010	38436
North Carolina	Yadkin County	2011	38311
North Carolina	Yadkin County	2012	38115
North Carolina	Yadkin County	2013	38045
North Carolina	Yadkin County	2014	37798
North Carolina	Yadkin County	2015	37585
North Carolina	Yadkin County	2010	31339
North Carolina	Yadkin County	2011	31222
North Carolina	Yadkin County	2012	31055
North Carolina	Yadkin County	2013	30989
North Carolina	Yadkin County	2014	30777
North Carolina	Yadkin County	2015	30594
North Carolina	Yancey County	2010	17796
North Carolina	Yancey County	2011	17677
North Carolina	Yancey County	2012	17615
North Carolina	Yancey County	2013	17555
North Carolina	Yancey County	2014	17586
North Carolina	Yancey County	2015	17587
North Carolina	Yancey County	2010	16103
North Carolina	Yancey County	2011	15999
North Carolina	Yancey County	2012	15941
North Carolina	Yancey County	2013	15884
North Carolina	Yancey County	2014	15924
North Carolina	Yancey County	2015	15927
North Dakota	Adams County	2010	2349
North Dakota	Adams County	2011	2304
North Dakota	Adams County	2012	2317
North Dakota	Adams County	2013	2367
North Dakota	Adams County	2014	2359
North Dakota	Adams County	2015	2359
North Dakota	Adams County	2010	907
North Dakota	Adams County	2011	890
North Dakota	Adams County	2012	896
North Dakota	Adams County	2013	911
North Dakota	Adams County	2014	909
North Dakota	Adams County	2015	895
North Dakota	Barnes County	2010	11064
North Dakota	Barnes County	2011	11108
North Dakota	Barnes County	2012	11015
North Dakota	Barnes County	2013	11147
North Dakota	Barnes County	2014	11118
North Dakota	Barnes County	2015	11099
North Dakota	Barnes County	2010	3328
North Dakota	Barnes County	2011	3335
North Dakota	Barnes County	2012	3308
North Dakota	Barnes County	2013	3347
North Dakota	Barnes County	2014	3340
North Dakota	Barnes County	2015	3314
North Dakota	Benson County	2010	6675
North Dakota	Benson County	2011	6696
North Dakota	Benson County	2012	6768
North Dakota	Benson County	2013	6900
North Dakota	Benson County	2014	6854
North Dakota	Benson County	2015	6753
North Dakota	Benson County	2010	5270
North Dakota	Benson County	2011	5287
North Dakota	Benson County	2012	5359
North Dakota	Benson County	2013	5472
North Dakota	Benson County	2014	5429
North Dakota	Benson County	2015	5352
North Dakota	Billings County	2010	771
North Dakota	Billings County	2011	839
North Dakota	Billings County	2012	917
North Dakota	Billings County	2013	894
North Dakota	Billings County	2014	910
North Dakota	Billings County	2015	936
North Dakota	Billings County	2010	661
North Dakota	Billings County	2011	716
North Dakota	Billings County	2012	784
North Dakota	Billings County	2013	763
North Dakota	Billings County	2014	777
North Dakota	Billings County	2015	803
North Dakota	Bottineau County	2010	6426
North Dakota	Bottineau County	2011	6503
North Dakota	Bottineau County	2012	6582
North Dakota	Bottineau County	2013	6721
North Dakota	Bottineau County	2014	6649
North Dakota	Bottineau County	2015	6716
North Dakota	Bottineau County	2010	2987
North Dakota	Bottineau County	2011	3023
North Dakota	Bottineau County	2012	3059
North Dakota	Bottineau County	2013	3126
North Dakota	Bottineau County	2014	3095
North Dakota	Bottineau County	2015	3118
North Dakota	Bowman County	2010	3143
North Dakota	Bowman County	2011	3137
North Dakota	Bowman County	2012	3210
North Dakota	Bowman County	2013	3218
North Dakota	Bowman County	2014	3244
North Dakota	Bowman County	2015	3294
North Dakota	Bowman County	2010	1032
North Dakota	Bowman County	2011	1031
North Dakota	Bowman County	2012	1053
North Dakota	Bowman County	2013	1059
North Dakota	Bowman County	2014	1053
North Dakota	Bowman County	2015	1069
North Dakota	Burke County	2010	1959
North Dakota	Burke County	2011	2049
North Dakota	Burke County	2012	2161
North Dakota	Burke County	2013	2286
North Dakota	Burke County	2014	2235
North Dakota	Burke County	2015	2308
North Dakota	Burke County	2010	870
North Dakota	Burke County	2011	908
North Dakota	Burke County	2012	949
North Dakota	Burke County	2013	993
North Dakota	Burke County	2014	952
North Dakota	Burke County	2015	987
North Dakota	Burleigh County	2010	81729
North Dakota	Burleigh County	2011	83312
North Dakota	Burleigh County	2012	85815
North Dakota	Burleigh County	2013	88474
North Dakota	Burleigh County	2014	90521
North Dakota	Burleigh County	2015	92991
North Dakota	Burleigh County	2010	17276
North Dakota	Burleigh County	2011	17516
